ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,tcp.port
1,0,,,,64,6,64240,0,0,0,45,0,2,,,,,,0.256018000,0.000005000,0.000000000,0.000000000,40062
1,0,,,,64,6,64240,0,0,0,46,0,2,,,,,,0.256029000,0.000011000,0.000000000,0.000000000,39090
1,0,,,,127,6,0,1,1,0,19,0,20,0.081283000,,,,,0.256038000,0.000009000,0.081283000,0.081283000,143
1,0,,,,64,6,64240,0,0,0,47,0,2,,,,,,0.256042000,0.000004000,0.000000000,0.000000000,41538
1,0,,,,127,6,65535,1,0,0,25,0,18,0.081189000,,,,,0.256063000,0.000021000,0.081189000,0.081189000,80
1,0,,,,64,6,64256,1,1,0,25,0,16,0.000018000,,,,,0.256081000,0.000018000,0.081207000,0.000018000,53290
1,0,,,,64,6,64240,0,0,0,48,0,2,,,,,,0.256089000,0.000008000,0.000000000,0.000000000,37600
1,0,,,,64,6,64240,0,0,0,49,0,2,,,,,,0.256101000,0.000012000,0.000000000,0.000000000,45292
1,0,,,,127,6,0,1,1,0,24,0,20,0.081248000,,,,,0.256103000,0.000002000,0.081248000,0.081248000,8080
1,0,,,,64,6,64240,0,0,0,50,0,2,,,,,,0.256112000,0.000009000,0.000000000,0.000000000,38020
1,0,,,,64,6,64240,0,0,0,51,0,2,,,,,,0.256124000,0.000012000,0.000000000,0.000000000,57294
1,0,,,,127,6,0,1,1,0,27,0,20,0.081152000,,,,,0.256127000,0.000003000,0.081152000,0.081152000,22
1,0,,,,64,6,64240,0,0,0,52,0,2,,,,,,0.256136000,0.000009000,0.000000000,0.000000000,39800
1,0,,,,64,6,64240,0,0,0,53,0,2,,,,,,0.256149000,0.000013000,0.000000000,0.000000000,41292
1,0,,,,127,6,65535,1,0,0,26,0,18,0.081193000,,,,,0.256151000,0.000002000,0.081193000,0.081193000,445
1,0,,,,64,6,64256,1,1,0,26,0,16,0.000010000,,,,,0.256161000,0.000010000,0.081203000,0.000010000,36520
1,0,,,,64,6,64240,0,0,0,54,0,2,,,,,,0.256164000,0.000003000,0.000000000,0.000000000,34942
1,0,,,,64,6,64240,0,0,0,55,0,2,,,,,,0.256174000,0.000010000,0.000000000,0.000000000,36720
1,0,,,,127,6,0,1,1,0,30,0,20,0.081175000,,,,,0.256183000,0.000009000,0.081175000,0.081175000,1119
1,0,,,,64,6,64256,1,1,0,25,0,20,,,,,,0.256199000,0.000016000,0.081325000,0.000118000,53290
1,0,,,,64,6,64256,1,1,0,26,0,20,,,,,,0.256206000,0.000007000,0.081248000,0.000045000,36520
1,0,,,,127,6,0,1,1,0,28,0,20,0.081219000,,,,,0.256206000,0.000000000,0.081219000,0.081219000,23
1,0,,,,127,6,0,1,1,0,29,0,20,0.081232000,,,,,0.256229000,0.000023000,0.081232000,0.081232000,110
1,0,,,,64,6,64240,0,0,0,56,0,2,,,,,,0.256244000,0.000015000,0.000000000,0.000000000,41446
1,0,,,,127,6,0,1,1,0,31,0,20,0.081225000,,,,,0.256251000,0.000007000,0.081225000,0.081225000,6003
1,0,,,,64,6,64240,0,0,0,57,0,2,,,,,,0.256256000,0.000005000,0.000000000,0.000000000,40188
1,0,,,,64,6,64240,0,0,0,58,0,2,,,,,,0.256270000,0.000014000,0.000000000,0.000000000,44598
1,0,,,,64,6,64240,0,0,0,59,0,2,,,,,,0.256281000,0.000011000,0.000000000,0.000000000,59054
1,0,,,,64,6,64240,0,0,0,60,0,2,,,,,,0.256292000,0.000011000,0.000000000,0.000000000,35730
1,0,,,,64,6,64240,0,0,0,61,0,2,,,,,,0.256303000,0.000011000,0.000000000,0.000000000,45378
1,0,,,,64,6,64240,0,0,0,62,0,2,,,,,,0.256320000,0.000017000,0.000000000,0.000000000,47210
1,0,,,,64,6,64240,0,0,0,63,0,2,,,,,,0.256331000,0.000011000,0.000000000,0.000000000,37610
1,0,,,,64,6,64240,0,0,0,64,0,2,,,,,,0.256342000,0.000011000,0.000000000,0.000000000,46432
1,0,,,,64,6,64240,0,0,0,65,0,2,,,,,,0.256357000,0.000015000,0.000000000,0.000000000,33274
