ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,tcp.port
1,0,,,,64,6,64256,1,1,0,5,0,16,0.000031000,,,,,0.880588000,0.000031000,0.078663000,0.000031000,39332
1,0,,,,64,6,64256,1,1,186,5,0,24,,,,,,0.880636000,0.000048000,0.078711000,0.000048000,39332
1,0,,,,127,6,262400,187,1,191,5,0,24,0.079397000,,,,,0.960033000,0.079397000,0.158108000,0.079397000,88
1,0,,,,64,6,64128,192,187,0,5,0,16,0.000033000,,,,,0.960066000,0.000033000,0.158141000,0.000033000,39332
1,0,,,,64,6,64128,192,187,0,5,0,17,,,,,,0.961122000,0.001056000,0.159197000,0.001056000,39332
1,0,,,,64,6,64240,0,0,0,6,0,2,,,,,,0.962141000,0.001019000,0.000000000,0.000000000,39346
1,0,,,,127,6,262400,188,192,0,5,0,16,0.078549000,,,,,1.039671000,0.077530000,0.237746000,0.078549000,88
1,0,,,,127,6,0,188,192,0,5,0,20,,,,,,1.039718000,0.000047000,0.237793000,0.000047000,88
1,0,,,,127,6,65535,1,0,0,6,0,18,0.077916000,,,,,1.040057000,0.000339000,0.077916000,0.077916000,88
1,0,,,,64,6,64256,1,1,0,6,0,16,0.000028000,,,,,1.040085000,0.000028000,0.077944000,0.000028000,39346
1,0,,,,64,6,64256,1,1,191,6,0,24,,,,,,1.040120000,0.000035000,0.077979000,0.000035000,39346
1,0,,,,127,6,262400,192,1,191,6,0,24,0.081983000,,,,,1.122103000,0.081983000,0.159962000,0.081983000,88
1,0,,,,64,6,64128,192,192,0,6,0,16,0.000029000,,,,,1.122132000,0.000029000,0.159991000,0.000029000,39346
1,0,,,,64,6,64128,192,192,0,6,0,17,,,,,,1.122571000,0.000439000,0.160430000,0.000439000,39346
1,0,,,,64,6,64240,0,0,0,7,0,2,,,,,,1.124540000,0.001969000,0.000000000,0.000000000,39350
1,0,,,,127,6,262400,193,192,0,6,0,16,0.079183000,,,,,1.201754000,0.077214000,0.239613000,0.079183000,88
1,0,,,,127,6,0,193,192,0,6,0,20,,,,,,1.201806000,0.000052000,0.239665000,0.000052000,88
1,0,,,,127,6,65535,1,0,0,7,0,18,0.078401000,,,,,1.202941000,0.001135000,0.078401000,0.078401000,88
1,0,,,,64,6,64256,1,1,0,7,0,16,0.000034000,,,,,1.202975000,0.000034000,0.078435000,0.000034000,39350
1,0,,,,64,6,64256,1,1,196,7,0,24,,,,,,1.203016000,0.000041000,0.078476000,0.000041000,39350
1,0,,,,127,6,262400,197,1,191,7,0,24,0.079575000,,,,,1.282591000,0.079575000,0.158051000,0.079575000,88
1,0,,,,64,6,64128,192,197,0,7,0,16,0.000050000,,,,,1.282641000,0.000050000,0.158101000,0.000050000,39350
1,0,,,,64,6,64128,192,197,0,7,0,17,,,,,,1.283850000,0.001209000,0.159310000,0.001209000,39350
1,0,,,,64,6,64240,0,0,0,8,0,2,,,,,,1.285814000,0.001964000,0.000000000,0.000000000,39366
1,0,,,,127,6,262400,198,192,0,7,0,16,0.078451000,,,,,1.362301000,0.076487000,0.237761000,0.078451000,88
1,0,,,,127,6,0,198,192,0,7,0,20,,,,,,1.362389000,0.000088000,0.237849000,0.000088000,88
1,0,,,,127,6,65535,1,0,0,8,0,18,0.078336000,,,,,1.364150000,0.001761000,0.078336000,0.078336000,88
1,0,,,,64,6,64256,1,1,0,8,0,16,0.000037000,,,,,1.364187000,0.000037000,0.078373000,0.000037000,39366
1,0,,,,64,6,64256,1,1,188,8,0,24,,,,,,1.364243000,0.000056000,0.078429000,0.000056000,39366
1,0,,,,127,6,262400,189,1,191,8,0,24,0.079502000,,,,,1.443745000,0.079502000,0.157931000,0.079502000,88
1,0,,,,64,6,64128,192,189,0,8,0,16,0.000063000,,,,,1.443808000,0.000063000,0.157994000,0.000063000,39366
1,0,,,,64,6,64128,192,189,0,8,0,17,,,,,,1.444909000,0.001101000,0.159095000,0.001101000,39366
1,0,,,,64,6,64240,0,0,0,9,0,2,,,,,,1.447036000,0.002127000,0.000000000,0.000000000,39370
1,0,,,,127,6,262400,190,192,0,8,0,16,0.078390000,,,,,1.523299000,0.076263000,0.237485000,0.078390000,88
1,0,,,,127,6,0,190,192,0,8,0,20,,,,,,1.523332000,0.000033000,0.237518000,0.000033000,88
1,0,,,,127,6,65535,1,0,0,9,0,18,0.078567000,,,,,1.525603000,0.002271000,0.078567000,0.078567000,88
1,0,,,,64,6,64256,1,1,0,9,0,16,0.000027000,,,,,1.525630000,0.000027000,0.078594000,0.000027000,39370
1,0,,,,64,6,64256,1,1,191,9,0,24,,,,,,1.525689000,0.000059000,0.078653000,0.000059000,39370
1,0,,,,127,6,262400,192,1,191,9,0,24,0.079482000,,,,,1.605171000,0.079482000,0.158135000,0.079482000,88
1,0,,,,64,6,64128,192,192,0,9,0,16,0.000028000,,,,,1.605199000,0.000028000,0.158163000,0.000028000,39370
1,0,,,,64,6,64128,192,192,0,9,0,17,,,,,,1.606247000,0.001048000,0.159211000,0.001048000,39370
1,0,,,,64,6,64240,0,0,0,10,0,2,,,,,,1.608100000,0.001853000,0.000000000,0.000000000,39374
1,0,,,,127,6,262400,193,192,0,9,0,16,0.078552000,,,,,1.684799000,0.076699000,0.237763000,0.078552000,88
1,0,,,,127,6,0,193,192,0,9,0,20,,,,,,1.684834000,0.000035000,0.237798000,0.000035000,88
1,0,,,,127,6,65535,1,0,0,10,0,18,0.078831000,,,,,1.686931000,0.002097000,0.078831000,0.078831000,88
1,0,,,,64,6,64256,1,1,0,10,0,16,0.000019000,,,,,1.686950000,0.000019000,0.078850000,0.000019000,39374
1,0,,,,64,6,64256,1,1,188,10,0,24,,,,,,1.687002000,0.000052000,0.078902000,0.000052000,39374
1,0,,,,127,6,262400,189,1,191,10,0,24,0.078914000,,,,,1.765916000,0.078914000,0.157816000,0.078914000,88
1,0,,,,64,6,64128,192,189,0,10,0,16,0.000052000,,,,,1.765968000,0.000052000,0.157868000,0.000052000,39374
1,0,,,,64,6,64128,192,189,0,10,0,17,,,,,,1.766879000,0.000911000,0.158779000,0.000911000,39374
1,0,,,,64,6,64240,0,0,0,11,0,2,,,,,,1.768480000,0.001601000,0.000000000,0.000000000,39386
1,0,,,,127,6,262400,190,192,0,10,0,16,0.077756000,,,,,1.844635000,0.076155000,0.236535000,0.077756000,88
1,0,,,,127,6,0,190,192,0,10,0,20,,,,,,1.844663000,0.000028000,0.236563000,0.000028000,88
1,0,,,,127,6,65535,1,0,0,11,0,18,0.078677000,,,,,1.847157000,0.002494000,0.078677000,0.078677000,88
1,0,,,,64,6,64256,1,1,0,11,0,16,0.000029000,,,,,1.847186000,0.000029000,0.078706000,0.000029000,39386
1,0,,,,64,6,64256,1,1,188,11,0,24,,,,,,1.847229000,0.000043000,0.078749000,0.000043000,39386
1,0,,,,127,6,262400,189,1,191,11,0,24,0.079561000,,,,,1.926790000,0.079561000,0.158310000,0.079561000,88
1,0,,,,64,6,64128,192,189,0,11,0,16,0.000038000,,,,,1.926828000,0.000038000,0.158348000,0.000038000,39386
1,0,,,,64,6,64128,192,189,0,11,0,17,,,,,,1.927784000,0.000956000,0.159304000,0.000956000,39386
1,0,,,,64,6,64240,0,0,0,12,0,2,,,,,,1.929404000,0.001620000,0.000000000,0.000000000,39388
1,0,,,,127,6,262400,190,192,0,11,0,16,0.078499000,,,,,2.006283000,0.076879000,0.237803000,0.078499000,88
1,0,,,,127,6,0,190,192,0,11,0,20,,,,,,2.006366000,0.000083000,0.237886000,0.000083000,88
1,0,,,,127,6,65535,1,0,0,12,0,18,0.078574000,,,,,2.007978000,0.001612000,0.078574000,0.078574000,88
1,0,,,,64,6,64256,1,1,0,12,0,16,0.000050000,,,,,2.008028000,0.000050000,0.078624000,0.000050000,39388
1,0,,,,64,6,64256,1,1,189,12,0,24,,,,,,2.008079000,0.000051000,0.078675000,0.000051000,39388
1,0,,,,127,6,262400,190,1,191,12,0,24,0.079736000,,,,,2.087815000,0.079736000,0.158411000,0.079736000,88
