ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,tcp.port
1,0,,,,64,6,64128,5742,813,0,5,0,16,0.000063000,,,,,8.992819000,0.000063000,0.272523000,0.000063000,33318
1,0,,,,45,6,65536,813,5742,0,5,0,16,0.088999000,,,,,8.993079000,0.000260000,0.272783000,0.000260000,443
1,0,,,,45,6,65536,813,5742,196,5,0,24,,,,,,8.993080000,0.000001000,0.272784000,0.000001000,443
1,0,,,,64,6,64128,5938,813,185,5,0,24,0.000341000,,,,,8.993421000,0.000341000,0.273125000,0.000341000,33318
1,0,,,,45,6,65536,998,5938,0,5,0,16,0.089329000,,,,,9.082750000,0.089329000,0.362454000,0.089329000,443
1,0,,,,45,6,65536,998,5938,512,5,0,24,,,,,,9.083534000,0.000784000,0.363238000,0.000784000,443
1,0,,,,64,6,64128,6450,998,239,5,0,24,0.000458000,,,,,9.083992000,0.000458000,0.363696000,0.000458000,33318
1,0,,,,45,6,65536,1237,6450,0,5,0,16,0.089089000,,,,,9.173081000,0.089089000,0.452785000,0.089089000,443
1,0,,,,45,6,65536,1237,6450,2800,5,0,24,,,,,,9.174366000,0.001285000,0.454070000,0.001285000,443
1,0,,,,64,6,63488,9250,1237,0,5,0,16,0.000145000,,,,,9.174511000,0.000145000,0.454215000,0.000145000,33318
1,0,,,,45,6,65536,1237,9250,2800,5,0,24,,,,,,9.180044000,0.005533000,0.459748000,0.005533000,443
1,0,,,,64,6,63488,12050,1237,0,5,0,16,0.000044000,,,,,9.180088000,0.000044000,0.459792000,0.000044000,33318
1,0,,,,45,6,65536,1237,12050,2614,5,0,24,,1,8214,,,9.186225000,0.006137000,0.465929000,0.006137000,443
1,0,,,,64,6,63616,14664,1237,0,5,0,16,0.000040000,,,,,9.186265000,0.000040000,0.465969000,0.000040000,33318
1,0,,,,45,6,65536,1237,14664,2800,5,0,24,,,,,,9.191959000,0.005694000,0.471663000,0.005694000,443
1,0,,,,64,6,63488,17464,1237,0,5,0,16,0.000177000,,,,,9.192136000,0.000177000,0.471840000,0.000177000,33318
1,0,,,,45,6,65536,1237,17464,2021,5,0,24,,1,4821,,,9.198538000,0.006402000,0.478242000,0.006402000,443
1,0,,,,64,6,63872,19485,1237,0,5,0,16,0.000054000,,,,,9.198592000,0.000054000,0.478296000,0.000054000,33318
