ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,tcp.port
1,0,,,,64,17,,,,,,,,,,,,50237,9.496196000,0.000092000,,,
1,0,,,,64,17,,,,,,,,,,,,50237,9.496227000,0.000031000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.496241000,0.000014000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497046000,0.000805000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497213000,0.000167000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497214000,0.000001000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497215000,0.000001000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497216000,0.000001000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497217000,0.000001000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497218000,0.000001000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497635000,0.000417000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497804000,0.000169000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497804000,0.000000000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497805000,0.000001000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497806000,0.000001000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497807000,0.000001000,,,
1,0,,,,64,17,,,,,,,,,,,,50237,9.497930000,0.000123000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.497937000,0.000007000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.498068000,0.000131000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.498069000,0.000001000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.498070000,0.000001000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.498171000,0.000101000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.498172000,0.000001000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.498173000,0.000001000,,,
1,0,,,,64,17,,,,,,,,,,,,50237,9.498225000,0.000052000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.498465000,0.000240000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.498632000,0.000167000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.498634000,0.000002000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.498635000,0.000001000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.498636000,0.000001000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.498750000,0.000114000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.498751000,0.000001000,,,
1,0,,,,64,17,,,,,,,,,,,,50237,9.512007000,0.013256000,,,
1,0,,,,57,17,,,,,,,,,,,,443,9.553343000,0.041336000,,,
1,0,,,,52,6,311,141,1046,43,0,0,24,,,,,,9.658591000,0.105248000,9.658591000,0.548328000,443
1,0,,,,64,6,501,1089,141,0,0,0,16,0.000040000,,,,,9.658631000,0.000040000,9.658631000,0.000040000,48020
1,0,,,,52,6,311,141,1089,46,0,0,24,,,,,,9.755278000,0.096647000,9.755278000,0.096647000,443
1,0,,,,64,6,501,1135,141,0,0,0,16,0.000029000,,,,,9.755307000,0.000029000,9.755307000,0.000029000,48020
1,0,,,,52,6,311,141,1135,43,0,0,24,,,,,,9.796326000,0.041019000,9.796326000,0.041019000,443
1,0,,,,64,6,501,1178,141,0,0,0,16,0.000052000,,,,,9.796378000,0.000052000,9.796378000,0.000052000,48020
1,0,,,,52,6,311,141,1178,43,0,0,24,,,,,,9.966040000,0.169662000,9.966040000,0.169662000,443
1,0,,,,64,6,501,1221,141,0,0,0,16,0.000082000,,,,,9.966122000,0.000082000,9.966122000,0.000082000,48020
1,0,,,,52,6,311,141,1221,43,0,0,24,,,,,,10.287186000,0.321064000,10.287186000,0.321064000,443
